,status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,sex,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit,sex-age
50,A11,15,A32,A40,2511,A61,A71,1,female,A101,4,A123,youth,A143,A151,1,A173,1,A191,A201,1,female-youth
51,A12,18,A33,A42,4297,A61,A75,4,male,A101,3,A124,adult,A143,A152,1,A174,1,A192,A201,2,male-adult
52,A11,48,A32,A43,6999,A61,A74,1,male,A103,1,A121,adult,A143,A152,2,A173,1,A192,A201,2,male-adult
53,A12,8,A32,A43,760,A61,A74,4,female,A103,2,A121,adult,A143,A152,1,A172,1,A191,A201,1,female-adult
54,A14,12,A34,A40,1495,A61,A75,4,male,A101,1,A121,adult,A143,A152,2,A172,2,A191,A201,1,male-adult
55,A14,15,A33,A43,1478,A61,A73,4,male,A101,3,A121,adult,A141,A152,2,A173,1,A191,A201,1,male-adult
56,A14,18,A32,A42,3422,A61,A75,4,male,A101,4,A122,adult,A141,A152,3,A173,2,A192,A201,1,male-adult
57,A14,12,A34,A43,522,A63,A75,4,male,A101,4,A122,adult,A143,A152,2,A173,2,A192,A201,1,male-adult
58,A14,12,A34,A46,701,A61,A73,4,male,A101,2,A123,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
59,A12,24,A32,A41,11560,A61,A73,1,female,A101,4,A123,youth,A143,A151,2,A174,1,A191,A201,2,female-youth
60,A14,48,A34,A46,6110,A61,A73,1,male,A101,3,A124,adult,A141,A153,1,A173,1,A192,A201,1,male-adult
61,A12,60,A32,A46,6288,A61,A73,4,male,A101,4,A124,adult,A143,A153,1,A173,1,A191,A201,2,male-adult
62,A14,18,A34,A40,2775,A61,A74,2,male,A101,2,A122,adult,A141,A152,2,A173,1,A191,A201,2,male-adult
63,A11,24,A34,A40,1199,A61,A75,4,male,A101,4,A123,adult,A143,A152,2,A172,1,A191,A201,2,male-adult
64,A14,14,A33,A40,802,A61,A73,4,male,A101,2,A123,adult,A143,A152,2,A172,1,A191,A201,1,male-adult
65,A14,24,A34,A49,4139,A62,A73,3,male,A101,3,A122,adult,A143,A152,2,A172,1,A192,A201,1,male-adult
66,A11,45,A30,A49,11816,A61,A75,2,male,A101,4,A123,adult,A143,A151,2,A173,1,A191,A201,2,male-adult
67,A14,10,A32,A40,1418,A62,A73,3,male,A101,2,A121,adult,A143,A151,1,A172,1,A191,A202,1,male-adult
68,A12,12,A32,A40,685,A61,A74,2,male,A101,3,A123,adult,A141,A152,1,A172,1,A191,A201,2,male-adult
69,A11,21,A33,A46,3414,A61,A72,2,male,A101,1,A122,adult,A143,A152,2,A173,1,A191,A201,2,male-adult
70,A12,12,A32,A41,2028,A65,A73,4,male,A101,2,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
71,A11,12,A32,A41,3386,A61,A75,3,male,A101,4,A124,adult,A143,A153,1,A173,1,A192,A201,2,male-adult
72,A12,48,A30,A49,3844,A62,A74,4,male,A101,4,A124,adult,A143,A153,1,A172,2,A191,A201,2,male-adult
73,A14,18,A32,A42,2515,A61,A73,3,male,A101,4,A121,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
74,A14,10,A34,A40,1231,A61,A75,3,male,A101,4,A121,adult,A143,A152,2,A172,2,A191,A202,1,male-adult
75,A12,18,A34,A42,7374,A61,A71,4,male,A101,4,A122,adult,A142,A152,2,A174,1,A192,A201,1,male-adult
76,A12,60,A31,A410,14782,A62,A75,3,female,A101,4,A124,adult,A141,A153,2,A174,1,A192,A201,2,female-adult
77,A14,10,A34,A42,2146,A61,A72,1,female,A101,3,A121,youth,A143,A151,2,A173,1,A191,A201,1,female-youth
78,A12,60,A32,A40,14027,A61,A74,4,male,A101,2,A124,adult,A143,A152,1,A174,1,A192,A201,2,male-adult
79,A14,24,A32,A43,3235,A63,A75,3,male,A101,2,A123,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
80,A14,12,A34,A46,2748,A61,A75,2,female,A101,4,A124,adult,A141,A153,3,A172,1,A191,A201,1,female-adult
81,A13,24,A32,A43,1258,A63,A73,3,female,A101,3,A123,adult,A143,A152,1,A172,1,A191,A201,1,female-adult
82,A14,24,A32,A43,1278,A61,A75,4,male,A101,1,A121,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
83,A12,6,A32,A43,753,A61,A73,2,female,A103,3,A121,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
84,A11,42,A34,A45,3394,A61,A71,4,male,A102,4,A123,adult,A143,A152,2,A171,1,A191,A201,1,male-adult
85,A11,21,A34,A40,571,A61,A75,4,male,A101,4,A121,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
86,A14,12,A34,A42,3331,A61,A75,2,male,A101,4,A122,adult,A142,A152,1,A173,1,A191,A201,1,male-adult
87,A11,48,A32,A41,10297,A61,A74,4,male,A101,4,A124,adult,A142,A153,3,A173,2,A192,A201,2,male-adult
88,A14,6,A32,A43,1346,A62,A75,2,male,A101,4,A124,adult,A141,A153,1,A173,2,A192,A201,1,male-adult
89,A14,24,A34,A46,1927,A65,A73,3,female,A101,2,A123,adult,A143,A152,2,A173,1,A192,A201,1,female-adult
90,A14,18,A32,A40,2662,A65,A74,4,male,A101,3,A122,adult,A143,A152,1,A173,1,A191,A202,1,male-adult
91,A13,15,A32,A46,392,A61,A72,4,female,A101,4,A122,youth,A143,A151,1,A173,1,A192,A201,1,female-youth
92,A12,6,A33,A49,1449,A62,A75,1,male,A101,2,A123,adult,A141,A152,2,A173,2,A191,A201,1,male-adult
93,A14,24,A32,A49,1258,A61,A74,4,male,A101,1,A121,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
94,A14,7,A33,A43,846,A65,A75,3,male,A101,4,A124,adult,A143,A153,1,A173,1,A191,A201,1,male-adult
95,A14,39,A32,A41,8588,A62,A75,4,male,A101,2,A123,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
96,A14,48,A33,A43,12749,A63,A74,4,male,A101,1,A123,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
97,A14,24,A34,A41,2346,A61,A74,4,male,A101,3,A123,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
98,A14,12,A32,A43,3059,A64,A74,2,male,A101,4,A121,adult,A143,A152,1,A172,1,A191,A201,1,male-adult
99,A13,10,A34,A40,781,A61,A75,4,male,A101,4,A124,adult,A143,A153,2,A173,1,A192,A201,1,male-adult
100,A14,6,A30,A43,426,A61,A75,4,male,A101,4,A123,adult,A143,A152,1,A172,1,A191,A201,1,male-adult
101,A11,30,A32,A45,11998,A61,A72,1,male,A101,1,A124,adult,A143,A152,1,A172,1,A192,A201,2,male-adult
102,A11,12,A32,A46,1200,A65,A73,4,female,A101,4,A122,youth,A141,A151,1,A173,1,A192,A201,1,female-youth
103,A11,8,A34,A410,1164,A61,A75,3,male,A101,4,A124,adult,A141,A153,2,A174,2,A192,A201,1,male-adult
104,A12,36,A32,A46,3711,A65,A73,2,male,A101,2,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
105,A11,36,A32,A40,3249,A61,A74,2,male,A101,4,A124,adult,A141,A153,1,A174,2,A192,A201,1,male-adult
106,A14,12,A32,A43,2141,A62,A74,3,male,A101,1,A124,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
107,A14,24,A34,A42,1585,A61,A74,4,male,A101,3,A122,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
108,A14,18,A34,A43,2238,A61,A73,2,female,A101,1,A123,adult,A143,A152,2,A173,1,A191,A201,1,female-adult
109,A14,15,A34,A42,1520,A65,A75,4,male,A101,4,A122,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
110,A14,12,A32,A46,719,A61,A75,4,male,A101,4,A123,adult,A141,A152,1,A172,2,A191,A201,2,male-adult
111,A11,12,A32,A42,3590,A61,A73,2,male,A102,2,A122,adult,A143,A152,1,A172,2,A191,A201,1,male-adult
112,A11,18,A32,A42,3650,A61,A72,1,female,A101,4,A123,youth,A143,A151,1,A173,1,A191,A201,1,female-youth
113,A11,24,A31,A42,2828,A63,A73,4,male,A101,4,A121,youth,A142,A152,1,A173,1,A192,A201,1,male-youth
114,A14,24,A32,A42,3062,A63,A75,4,male,A101,3,A124,adult,A143,A151,1,A173,1,A192,A201,1,male-adult
115,A11,48,A32,A40,7763,A61,A75,4,male,A101,4,A124,adult,A141,A153,1,A174,1,A191,A201,2,male-adult
116,A12,36,A30,A49,1953,A61,A75,4,male,A101,4,A124,adult,A143,A153,1,A174,1,A192,A201,2,male-adult
117,A14,15,A32,A44,1262,A63,A74,4,male,A101,3,A122,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
118,A14,18,A34,A43,1098,A61,A71,4,female,A101,4,A123,adult,A143,A152,2,A171,1,A191,A201,1,female-adult
119,A11,12,A31,A43,2149,A61,A73,4,male,A101,1,A124,adult,A143,A153,1,A173,1,A191,A201,2,male-adult
120,A12,10,A31,A43,1048,A61,A73,4,male,A101,4,A121,youth,A142,A152,1,A172,1,A191,A201,1,male-youth
121,A14,18,A34,A40,1055,A61,A72,4,female,A101,1,A122,adult,A143,A152,2,A173,1,A191,A201,1,female-adult
122,A13,24,A32,A43,1377,A62,A75,4,female,A101,2,A124,adult,A143,A153,1,A173,1,A192,A201,1,female-adult
123,A14,48,A34,A41,2751,A65,A75,4,male,A101,3,A123,adult,A143,A152,2,A173,2,A192,A201,1,male-adult
124,A14,9,A32,A40,3577,A62,A73,1,male,A103,2,A121,adult,A143,A151,1,A173,2,A191,A202,1,male-adult
125,A14,6,A32,A46,1538,A61,A72,1,female,A101,2,A124,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
126,A12,12,A32,A43,1331,A61,A72,2,male,A101,1,A123,youth,A142,A152,1,A173,1,A191,A201,2,male-youth
127,A11,24,A32,A42,4020,A61,A73,2,male,A101,2,A123,adult,A142,A152,1,A173,1,A191,A201,1,male-adult
128,A12,18,A34,A43,1795,A61,A75,3,female,A103,4,A121,adult,A141,A151,2,A172,1,A192,A201,1,female-adult
129,A14,24,A32,A43,1901,A62,A73,4,male,A101,4,A123,adult,A143,A151,1,A174,1,A192,A201,1,male-adult
130,A12,24,A32,A43,5084,A65,A75,2,female,A101,4,A123,adult,A143,A152,1,A173,1,A192,A201,1,female-adult
131,A14,15,A34,A43,1360,A61,A73,4,male,A101,2,A122,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
132,A12,12,A32,A40,1318,A64,A75,4,male,A101,4,A121,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
133,A12,9,A34,A43,1154,A61,A75,2,male,A101,4,A121,adult,A143,A152,3,A172,1,A191,A201,1,male-adult
134,A11,11,A34,A40,3905,A61,A73,2,male,A101,2,A121,adult,A143,A151,2,A173,2,A191,A201,1,male-adult
135,A11,24,A32,A42,4169,A61,A73,4,male,A101,4,A122,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
136,A12,6,A33,A42,1050,A61,A71,4,male,A101,1,A122,adult,A142,A152,2,A174,1,A192,A201,1,male-adult
137,A14,12,A32,A40,1386,A63,A73,2,female,A101,2,A122,adult,A143,A152,1,A173,1,A191,A201,2,female-adult
138,A14,36,A32,A43,2299,A63,A75,4,male,A101,4,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
139,A11,9,A34,A45,1288,A62,A75,3,male,A103,4,A121,adult,A143,A152,2,A173,2,A191,A202,1,male-adult
140,A11,12,A31,A40,697,A61,A72,4,male,A101,2,A123,adult,A141,A152,2,A173,1,A192,A201,2,male-adult
141,A14,15,A32,A43,1386,A65,A73,4,male,A101,2,A121,adult,A143,A151,1,A173,1,A192,A201,1,male-adult
142,A11,12,A32,A42,1262,A65,A75,2,male,A101,4,A122,adult,A143,A152,1,A172,1,A192,A201,1,male-adult
143,A12,15,A34,A43,2728,A65,A74,4,male,A103,2,A121,adult,A141,A152,3,A173,1,A192,A201,1,male-adult
144,A12,12,A32,A49,1037,A62,A74,3,male,A101,4,A121,adult,A143,A152,1,A172,1,A191,A201,1,male-adult
145,A14,15,A34,A46,1532,A62,A73,4,female,A101,3,A123,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
146,A14,11,A32,A49,2142,A64,A75,1,male,A101,2,A121,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
147,A14,12,A34,A43,717,A61,A75,4,male,A101,4,A121,adult,A143,A152,3,A173,1,A191,A201,1,male-adult
148,A12,24,A32,A41,12579,A61,A75,4,female,A101,2,A124,adult,A143,A153,1,A174,1,A192,A201,2,female-adult
149,A11,12,A31,A48,339,A61,A75,4,male,A101,1,A123,adult,A141,A152,1,A172,1,A191,A201,1,male-adult
150,A13,12,A34,A40,939,A63,A74,4,male,A101,2,A121,adult,A143,A152,3,A173,1,A192,A201,2,male-adult
151,A13,24,A32,A43,5152,A61,A74,4,male,A101,2,A123,adult,A141,A152,1,A173,1,A191,A201,1,male-adult
152,A12,42,A31,A41,9283,A61,A71,1,male,A101,2,A124,adult,A141,A153,1,A174,1,A192,A201,1,male-adult
153,A14,12,A32,A43,1963,A61,A74,4,male,A101,2,A123,adult,A143,A151,2,A174,2,A192,A201,1,male-adult
154,A12,24,A34,A41,7758,A64,A75,2,female,A101,4,A124,adult,A143,A151,1,A173,1,A191,A201,1,female-adult
155,A14,18,A34,A42,3780,A61,A72,3,male,A101,2,A123,adult,A143,A152,2,A174,1,A192,A201,1,male-adult
156,A12,18,A32,A40,5866,A62,A73,2,male,A101,2,A123,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
157,A14,60,A33,A43,15653,A61,A74,2,male,A101,4,A123,youth,A143,A152,2,A173,1,A192,A201,1,male-youth
158,A12,12,A32,A40,7472,A65,A71,1,female,A101,2,A121,youth,A143,A151,1,A171,1,A191,A201,1,female-youth
159,A11,6,A34,A43,1957,A61,A74,1,female,A101,4,A123,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
160,A14,24,A32,A40,3757,A61,A75,4,female,A102,4,A124,adult,A143,A153,1,A173,1,A192,A201,1,female-adult
161,A14,24,A34,A43,1851,A61,A74,4,male,A103,2,A123,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
162,A12,21,A32,A49,1188,A61,A75,2,female,A101,4,A122,adult,A143,A152,1,A173,2,A191,A201,2,female-adult
163,A11,24,A32,A40,4817,A61,A74,2,male,A102,3,A122,adult,A143,A152,1,A173,1,A192,A201,2,male-adult
164,A11,15,A32,A44,1275,A65,A73,4,female,A101,2,A123,youth,A143,A151,1,A173,1,A191,A201,2,female-youth
165,A14,12,A32,A42,763,A61,A73,4,female,A101,1,A121,adult,A143,A152,1,A173,1,A192,A201,1,female-adult
166,A14,30,A31,A41,7485,A65,A71,4,female,A101,1,A121,adult,A141,A152,1,A174,1,A192,A201,2,female-adult
167,A14,24,A32,A43,1311,A62,A74,4,male,A101,3,A122,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
168,A14,24,A33,A40,2032,A61,A75,4,male,A101,4,A124,adult,A143,A153,2,A173,1,A192,A201,1,male-adult
169,A11,18,A34,A43,1880,A61,A74,4,male,A101,1,A122,adult,A143,A152,2,A174,1,A192,A201,1,male-adult
170,A14,22,A32,A40,1283,A65,A74,4,female,A101,4,A122,adult,A143,A151,1,A173,1,A191,A201,1,female-adult
171,A13,24,A34,A40,1344,A65,A74,4,male,A101,2,A121,adult,A141,A152,2,A172,2,A191,A201,2,male-adult
172,A11,6,A32,A44,343,A61,A72,4,female,A101,1,A121,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
173,A11,36,A32,A42,5179,A61,A74,4,male,A101,2,A122,adult,A143,A152,1,A173,1,A191,A201,2,male-adult
174,A12,36,A32,A40,12389,A65,A73,1,male,A101,4,A124,adult,A143,A153,1,A173,1,A192,A201,2,male-adult
175,A12,20,A33,A41,7057,A65,A74,3,male,A101,4,A122,adult,A141,A151,2,A174,2,A192,A201,1,male-adult
176,A12,48,A32,A40,6560,A62,A74,3,male,A101,2,A122,youth,A143,A152,1,A173,1,A191,A201,2,male-youth
177,A12,20,A32,A41,6468,A65,A71,1,male,A101,4,A121,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
178,A11,24,A32,A43,1823,A61,A71,4,male,A101,2,A123,adult,A142,A152,1,A174,2,A191,A201,2,male-adult
179,A14,48,A34,A49,7629,A65,A75,4,male,A101,2,A123,adult,A141,A152,2,A174,2,A191,A201,1,male-adult
180,A14,6,A34,A40,362,A62,A73,4,female,A101,4,A123,adult,A143,A152,2,A172,1,A191,A201,1,female-adult
181,A12,36,A33,A49,9857,A62,A74,1,male,A101,3,A122,adult,A143,A152,2,A172,2,A192,A201,1,male-adult
182,A14,36,A32,A42,10974,A61,A71,4,female,A101,2,A123,adult,A143,A152,2,A174,1,A192,A201,2,female-adult
183,A12,24,A32,A410,11328,A61,A73,2,male,A102,3,A123,adult,A141,A152,2,A174,1,A192,A201,2,male-adult
184,A14,24,A32,A43,5943,A65,A72,1,female,A101,1,A123,adult,A143,A152,2,A173,1,A192,A201,2,female-adult
185,A11,24,A31,A49,3161,A61,A73,4,male,A101,2,A122,adult,A143,A151,1,A173,1,A192,A201,2,male-adult
186,A14,15,A32,A41,3029,A61,A74,2,male,A101,2,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
187,A12,6,A32,A43,1068,A61,A75,4,male,A101,4,A123,adult,A143,A152,1,A173,2,A191,A201,1,male-adult
188,A12,36,A33,A49,4455,A61,A73,2,male,A101,2,A121,adult,A142,A152,2,A174,1,A192,A201,2,male-adult
189,A14,30,A32,A43,1867,A65,A75,4,male,A101,4,A123,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
190,A14,24,A34,A41,4042,A65,A74,3,male,A101,4,A122,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
191,A14,24,A32,A41,6313,A65,A75,3,male,A101,4,A123,adult,A143,A152,1,A174,2,A192,A201,1,male-adult
192,A11,15,A32,A42,1845,A61,A72,4,female,A103,1,A122,adult,A143,A151,1,A173,1,A191,A201,1,female-adult
193,A14,18,A32,A43,433,A61,A71,3,female,A102,4,A121,youth,A143,A151,1,A173,1,A191,A201,2,female-youth
194,A12,24,A34,A43,1743,A61,A75,4,male,A101,2,A122,adult,A143,A152,2,A172,1,A191,A201,1,male-adult
195,A14,10,A32,A42,2210,A61,A73,2,male,A101,2,A121,adult,A141,A151,1,A172,1,A191,A201,2,male-adult
196,A12,18,A34,A42,1295,A61,A72,4,female,A101,1,A122,adult,A143,A152,2,A173,1,A191,A201,1,female-adult
197,A11,36,A34,A42,2348,A61,A73,3,male,A101,2,A122,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
198,A14,24,A34,A45,2058,A61,A73,4,male,A101,2,A121,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
199,A11,48,A31,A49,7685,A61,A74,2,female,A103,4,A123,adult,A143,A151,1,A173,1,A191,A201,2,female-adult
200,A12,15,A31,A40,6850,A62,A71,1,male,A101,2,A122,adult,A143,A152,1,A174,2,A192,A201,2,male-adult
201,A13,12,A31,A49,609,A61,A72,4,female,A101,1,A121,adult,A143,A152,1,A171,1,A191,A201,2,female-adult
202,A12,24,A32,A43,2039,A61,A72,1,male,A101,1,A122,youth,A143,A152,1,A173,1,A192,A201,2,male-youth
203,A12,48,A32,A43,10961,A64,A74,1,male,A102,2,A124,adult,A141,A152,2,A173,1,A192,A201,2,male-adult
204,A12,48,A34,A42,5096,A61,A73,2,female,A101,3,A123,adult,A143,A152,1,A174,1,A192,A201,2,female-adult
205,A14,21,A34,A40,12680,A65,A75,4,male,A101,4,A124,adult,A143,A153,1,A174,1,A192,A201,2,male-adult
206,A13,24,A34,A42,3617,A65,A75,4,male,A102,4,A124,youth,A143,A151,2,A173,1,A191,A201,1,male-youth
207,A12,36,A33,A40,7432,A61,A73,2,female,A101,2,A122,adult,A143,A151,1,A173,1,A191,A201,1,female-adult
208,A12,36,A31,A44,3990,A65,A72,3,female,A101,2,A124,adult,A141,A152,1,A171,1,A191,A201,1,female-adult
209,A14,9,A32,A43,2697,A61,A73,1,male,A101,2,A121,adult,A143,A152,1,A173,2,A191,A201,1,male-adult
210,A12,15,A32,A43,1444,A65,A72,4,male,A101,1,A122,youth,A143,A152,1,A173,1,A191,A201,1,male-youth
211,A14,18,A31,A40,6458,A61,A75,2,male,A101,4,A124,adult,A141,A152,2,A174,2,A192,A201,2,male-adult
212,A14,12,A34,A49,1412,A61,A73,4,female,A103,2,A121,adult,A143,A152,2,A174,1,A192,A201,1,female-adult
213,A12,30,A34,A40,2181,A65,A75,4,male,A101,4,A121,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
214,A14,36,A34,A43,9566,A61,A73,2,female,A101,2,A123,adult,A142,A152,2,A173,1,A191,A201,1,female-adult
215,A11,18,A32,A40,4380,A62,A73,3,male,A101,4,A123,adult,A143,A152,1,A172,2,A192,A201,1,male-adult
216,A14,12,A34,A49,2292,A61,A71,4,male,A101,2,A123,adult,A142,A152,2,A174,1,A192,A201,2,male-adult
217,A14,24,A34,A40,2022,A61,A73,4,female,A101,4,A123,adult,A143,A152,1,A173,1,A192,A201,1,female-adult
218,A14,7,A34,A43,730,A65,A75,4,male,A101,2,A122,adult,A143,A151,2,A172,1,A192,A201,1,male-adult
